env,algorithm,seed,step,avg_return,std_return
LunarLander-v3,ppo_vanilla,0,20000,-40.4103455927024,52.28650330742662
LunarLander-v3,ppo_vanilla,1,1000,-117.31555057174396,73.05790779861735
LunarLander-v3,ppo_vanilla,1,2000,-223.7675186526398,86.07452628205263
LunarLander-v3,ppo_vanilla,1,3000,-128.99026569951735,39.191464595060765
LunarLander-v3,ppo_vanilla,1,4000,-213.71925888273245,82.4115736464827
LunarLander-v3,ppo_vanilla,1,5000,-150.51976586673817,91.39186483395036
LunarLander-v3,ppo_vanilla,1,6000,-185.8637071175571,97.6060173892233
LunarLander-v3,ppo_vanilla,1,7000,-293.67070045412925,86.66377955250867
LunarLander-v3,ppo_vanilla,1,8000,-275.0481162001855,95.09291564118021
LunarLander-v3,ppo_vanilla,1,9000,-336.587446432427,161.0605609903434
LunarLander-v3,ppo_vanilla,1,10000,-178.60585948240902,59.91560234134293
LunarLander-v3,ppo_vanilla,1,11000,-252.75232803455387,35.49283638427231
LunarLander-v3,ppo_vanilla,1,12000,-254.88643092041238,27.62512311128282
LunarLander-v3,ppo_vanilla,1,13000,-177.65182049373888,38.510491693889726
LunarLander-v3,ppo_vanilla,1,14000,-199.82890164037843,34.19681227666172
LunarLander-v3,ppo_vanilla,1,15000,-213.65131348674035,34.95210346175317
LunarLander-v3,ppo_vanilla,1,16000,-197.06293648508068,71.26435492652588
LunarLander-v3,ppo_vanilla,1,17000,-151.37342114868912,72.15351325601544
LunarLander-v3,ppo_vanilla,1,18000,-236.84150748690203,76.04243713114082
LunarLander-v3,ppo_vanilla,1,19000,-322.36154431020543,105.81849185658476
LunarLander-v3,ppo_vanilla,1,20000,-133.88848910620274,108.05133182227111
LunarLander-v3,ppo_vanilla,2,1000,-154.70441509850124,52.587820843694395
LunarLander-v3,ppo_vanilla,2,2000,-182.89737286715834,97.51645929475846
LunarLander-v3,ppo_vanilla,2,3000,-105.86858725468926,29.73847960378889
LunarLander-v3,ppo_vanilla,2,4000,-222.0873527870621,56.11558661489424
LunarLander-v3,ppo_vanilla,2,5000,-263.8507600307354,143.2552772710473
LunarLander-v3,ppo_vanilla,2,6000,-144.26792158341817,44.73833513482381
LunarLander-v3,ppo_vanilla,2,7000,-116.14187675488355,30.525973462990343
LunarLander-v3,ppo_vanilla,2,8000,-289.4613054066692,112.85764235353783
LunarLander-v3,ppo_vanilla,2,9000,-197.69060672446676,143.56663769907243
LunarLander-v3,ppo_vanilla,2,10000,-268.90067567350724,91.21444146100593
LunarLander-v3,ppo_vanilla,2,11000,-187.86929652074136,89.28081308173603
LunarLander-v3,ppo_vanilla,2,12000,-240.67141985881304,63.16772681159023
LunarLander-v3,ppo_vanilla,2,13000,-220.9691134560738,83.07776370308149
LunarLander-v3,ppo_vanilla,2,14000,-191.17174844991186,108.00540884954013
LunarLander-v3,ppo_vanilla,2,15000,-115.11713478868873,23.976517720128168
LunarLander-v3,ppo_vanilla,2,16000,-266.0776750693174,143.23997029081875
LunarLander-v3,ppo_vanilla,2,17000,-302.8408819556605,110.89134637654156
LunarLander-v3,ppo_vanilla,2,18000,-110.84906965443687,89.61192765078874
LunarLander-v3,ppo_vanilla,2,19000,-148.6108383736219,115.28712881042529
LunarLander-v3,ppo_vanilla,2,20000,-115.90802900464075,31.917765813681406
LunarLander-v3,ppo_enhanced,0,1000,-100.81811046394174,99.57101281168443
LunarLander-v3,ppo_enhanced,0,2000,-71.21903776776495,18.853191681405036
LunarLander-v3,ppo_enhanced,0,3000,-82.4661846256628,18.899316878517322
LunarLander-v3,ppo_enhanced,0,4000,-110.98305455078136,44.50116727669215
LunarLander-v3,ppo_enhanced,0,5000,-79.17857312604531,27.577045992283406
LunarLander-v3,ppo_enhanced,0,6000,-72.66657060026712,15.48213954552702
LunarLander-v3,ppo_enhanced,0,7000,-112.34039648914934,54.71938670800378
LunarLander-v3,ppo_enhanced,0,8000,-104.25185677129097,89.95420606960663
LunarLander-v3,ppo_enhanced,0,9000,-95.74580362432498,36.451747770982564
LunarLander-v3,ppo_enhanced,0,10000,-76.40156780895728,26.53021817930921
LunarLander-v3,ppo_enhanced,0,11000,-67.95418433144025,13.064806157417742
LunarLander-v3,ppo_enhanced,0,12000,-108.45739618598186,114.00660665900259
LunarLander-v3,ppo_enhanced,0,13000,-134.56970691858828,75.04633506038996
LunarLander-v3,ppo_enhanced,0,14000,-226.4548833796511,134.71677932017218
LunarLander-v3,ppo_enhanced,0,15000,-176.89535385918106,83.45022547737788
LunarLander-v3,ppo_enhanced,0,16000,-162.22708152360013,31.73378637983148
LunarLander-v3,ppo_enhanced,0,17000,-212.96255295913815,124.62540346447241
LunarLander-v3,ppo_enhanced,0,18000,-154.9315343599414,117.2675511058451
LunarLander-v3,ppo_enhanced,0,19000,-145.44090307132774,59.49619113564091
LunarLander-v3,ppo_enhanced,0,20000,-150.1323415430529,85.87590632524008
LunarLander-v3,ppo_enhanced,1,1000,-155.0118896916679,83.43360317011023
LunarLander-v3,ppo_enhanced,1,2000,-295.1528497122741,156.3396500456809
LunarLander-v3,ppo_enhanced,1,3000,-284.2574198367971,71.68563762196754
LunarLander-v3,ppo_enhanced,1,4000,-204.65027788716358,68.2163281839367
LunarLander-v3,ppo_enhanced,1,5000,-183.3714950262553,86.79860663856051
LunarLander-v3,ppo_enhanced,1,6000,-237.25200555555975,70.55825562681696
LunarLander-v3,ppo_enhanced,1,7000,-211.92596366514013,118.61698763938223
LunarLander-v3,ppo_enhanced,1,8000,-135.7116132312489,70.03169013063702
LunarLander-v3,ppo_enhanced,1,9000,-140.75893599452172,82.92824748441878
LunarLander-v3,ppo_enhanced,1,10000,-212.4540080763806,37.00178365939339
LunarLander-v3,ppo_enhanced,1,11000,-237.80760237670074,125.22168970474033
LunarLander-v3,ppo_enhanced,1,12000,-132.547580399085,52.91065022730206
LunarLander-v3,ppo_enhanced,1,13000,-91.04437726613862,34.24333859679646
LunarLander-v3,ppo_enhanced,1,14000,-80.2680260089035,27.409175131349723
LunarLander-v3,ppo_enhanced,1,15000,-228.8683882933164,97.11375968290686
LunarLander-v3,ppo_enhanced,1,16000,-88.86955270589101,49.53289192073545
LunarLander-v3,ppo_enhanced,1,17000,-277.0530872375415,79.86746153336297
LunarLander-v3,ppo_enhanced,1,18000,-246.59661437700478,147.98833002987377
LunarLander-v3,ppo_enhanced,1,19000,-48.41136140005772,49.38465820044574
LunarLander-v3,ppo_enhanced,1,20000,-153.03126424436923,107.09440332529115
LunarLander-v3,ppo_enhanced,2,1000,-103.9999423300593,57.202965930502906
LunarLander-v3,ppo_enhanced,2,2000,-199.017827820347,91.69858917032421
LunarLander-v3,ppo_enhanced,2,3000,-134.95268231826404,77.05403493374054
LunarLander-v3,ppo_enhanced,2,4000,-201.02370713023308,130.8535103543179
LunarLander-v3,ppo_enhanced,2,5000,-238.87148251006315,137.94268381317096
LunarLander-v3,ppo_enhanced,2,6000,-318.61317733032973,105.72262394208136
LunarLander-v3,ppo_enhanced,2,7000,-317.590568790438,176.77962469966508
LunarLander-v3,ppo_enhanced,2,8000,-389.9649608856244,114.84683776202324
LunarLander-v3,ppo_enhanced,2,9000,-416.12457580946113,177.73331064854787
LunarLander-v3,ppo_enhanced,2,10000,-320.43049124197813,117.05578775019715
LunarLander-v3,ppo_enhanced,2,11000,-486.55045115591946,48.674393217559064
LunarLander-v3,ppo_enhanced,2,12000,-793.657220001219,218.00959296999852
LunarLander-v3,ppo_enhanced,2,13000,-528.3327198668433,127.78966902875187
LunarLander-v3,ppo_enhanced,2,14000,-540.7455094339232,97.95014952235012
LunarLander-v3,ppo_enhanced,2,15000,-399.75288330363514,75.37363686611317
LunarLander-v3,ppo_enhanced,2,16000,-375.8744055108163,117.10694916551054
LunarLander-v3,ppo_enhanced,2,17000,-268.36674879568596,38.888898117703405
LunarLander-v3,ppo_enhanced,2,18000,-214.01344534255242,148.14053410412012
LunarLander-v3,ppo_enhanced,2,19000,-177.11814684996745,155.2886576575041
LunarLander-v3,ppo_enhanced,2,20000,-306.6930524253779,81.51616504913109
